folder,doi,publisher,crossref_license,unpaywall_license,oa_status,classification,reason
10.3389_fphar.2023.1101023,10.3389/fphar.2023.1101023,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fcimb.2024.1456700,10.3389/fcimb.2024.1456700,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fchem.2019.00029,10.3389/fchem.2019.00029,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fphar.2022.940773,10.3389/fphar.2022.940773,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fendo.2024.1310152,10.3389/fendo.2024.1310152,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_frobt.2024.1267072,10.3389/frobt.2024.1267072,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fenrg.2021.626538,10.3389/fenrg.2021.626538,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fchem.2019.00511,10.3389/fchem.2019.00511,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fphys.2020.00394,10.3389/fphys.2020.00394,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fchem.2024.1411187,10.3389/fchem.2024.1411187,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fpls.2023.1268015,10.3389/fpls.2023.1268015,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_frai.2025.1508664,10.3389/frai.2025.1508664,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fnhum.2021.614950,10.3389/fnhum.2021.614950,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fphar.2019.00125,10.3389/fphar.2019.00125,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fmicb.2024.1286822,10.3389/fmicb.2024.1286822,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fneur.2018.00088,10.3389/fneur.2018.00088,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fphar.2020.00683,10.3389/fphar.2020.00683,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fmicb.2017.01724,10.3389/fmicb.2017.01724,Frontiers,none,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fnut.2023.1257172,10.3389/fnut.2023.1257172,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fpubh.2022.1032668,10.3389/fpubh.2022.1032668,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fbioe.2023.1013107,10.3389/fbioe.2023.1013107,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fenrg.2022.1069364,10.3389/fenrg.2022.1069364,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fncom.2018.00034,10.3389/fncom.2018.00034,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fchem.2022.943224,10.3389/fchem.2022.943224,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fchem.2020.00221,10.3389/fchem.2020.00221,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fpls.2023.1257947,10.3389/fpls.2023.1257947,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fenrg.2022.929676,10.3389/fenrg.2022.929676,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fpsyg.2024.1259610,10.3389/fpsyg.2024.1259610,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fimmu.2021.629608,10.3389/fimmu.2021.629608,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fphar.2022.1074397,10.3389/fphar.2022.1074397,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fchem.2022.917511,10.3389/fchem.2022.917511,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fpain.2022.1085791,10.3389/fpain.2022.1085791,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fimmu.2018.00489,10.3389/fimmu.2018.00489,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fphar.2023.1012716,10.3389/fphar.2023.1012716,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fimmu.2024.1349601,10.3389/fimmu.2024.1349601,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fimmu.2023.1206529,10.3389/fimmu.2023.1206529,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fchem.2020.00293,10.3389/fchem.2020.00293,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fenrg.2024.1457519,10.3389/fenrg.2024.1457519,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fpls.2021.752246,10.3389/fpls.2021.752246,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fmicb.2021.671200,10.3389/fmicb.2021.671200,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fmars.2019.00074,10.3389/fmars.2019.00074,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fchem.2021.691172,10.3389/fchem.2021.691172,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fphar.2023.1129997,10.3389/fphar.2023.1129997,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fonc.2015.00035,10.3389/fonc.2015.00035,Frontiers,none,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fchem.2020.00690,10.3389/fchem.2020.00690,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fevo.2023.1127679,10.3389/fevo.2023.1127679,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fdata.2020.00032,10.3389/fdata.2020.00032,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
